Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Revenue
570239,23215,JINGLE BELL HEART ANTIQUE SILVER,6,2011-10-09 15:04:00,2.08,16518.0,United Kingdom,12.48
511789,37448,CERAMIC CAKE DESIGN SPOTTED MUG,1,2010-06-10 13:52:00,1.49,14606.0,United Kingdom,1.49
526869,10002,INFLATABLE POLITICAL GLOBE ,12,2010-10-13 13:37:00,0.85,13418.0,United Kingdom,10.2
510192,21911,GARDEN METAL SIGN ,2,2010-05-27 18:13:00,1.65,17841.0,United Kingdom,3.3
562934,35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,3,2011-08-10 16:56:00,1.25,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,3.75
530307,22440,BALLOON WATER BOMB PACK OF 35,20,2010-11-02 13:20:00,0.42,13251.0,United Kingdom,8.4
541919,21354,TOAST ITS - BEST MUM,12,2011-01-24 11:35:00,1.25,14334.0,United Kingdom,15.0
577696,72799E,IVORY PILLAR CANDLE SILVER FLOCK,3,2011-11-21 11:57:00,2.95,16406.0,United Kingdom,8.850000000000001
489875,84765,SILVER ROCOCO CANDELABRA,3,2009-12-02 15:41:00,12.75,17841.0,United Kingdom,38.25
577504,20725,LUNCH BAG RED RETROSPOT,6,2011-11-20 12:36:00,1.65,14159.0,United Kingdom,9.899999999999999
525276,90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,1,2010-10-04 16:44:00,10.62,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,10.62
564733,21926,RED/CREAM STRIPE CUSHION COVER ,2,2011-08-28 13:18:00,1.25,17841.0,United Kingdom,2.5
575477,72598,SET/12 TAPER CANDLES,4,2011-11-09 16:14:00,1.63,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,6.52
536592,90214H,"LETTER ""H"" BLING KEY RING",1,2010-12-01 17:06:00,0.85,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,0.85
557801,23209,LUNCH BAG DOILEY PATTERN ,10,2011-06-23 10:14:00,1.65,13319.0,United Kingdom,16.5
557349,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2011-06-20 10:34:00,8.95,16717.0,United Kingdom,17.9
570465,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,2,2011-10-10 16:02:00,3.29,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,6.58
513199,90165B,WHITE ROSEBUD  PEARL EARRINGS,1,2010-06-22 16:21:00,2.54,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,2.54
498513,22138,BAKING SET 9 PIECE RETROSPOT ,3,2010-02-19 12:07:00,4.95,17145.0,United Kingdom,14.850000000000001
579287,84949,SILVER HANGING T-LIGHT HOLDER,12,2011-11-29 10:58:00,1.65,13496.0,United Kingdom,19.799999999999997
532018,22274,FELTCRAFT DOLL EMILY,1,2010-11-10 13:03:00,2.95,16008.0,United Kingdom,2.95
497257,22386,JUMBO BAG PINK WITH WHITE SPOTS,10,2010-02-08 12:42:00,1.95,13304.0,United Kingdom,19.5
493759,85031B,BLOSSOM IMAGES SCRAP BOOK SET,1,2010-01-06 13:56:00,4.95,17965.0,United Kingdom,4.95
565242,22115,METAL SIGN EMPIRE TEA,12,2011-09-02 10:13:00,0.79,14436.0,United Kingdom,9.48
560555,21584,RETROSPOT SMALL TUBE MATCHES,1,2011-07-19 13:01:00,1.65,14178.0,United Kingdom,1.65
556237,22348,TEA BAG PLATE RED RETROSPOT,1,2011-06-09 15:34:00,1.63,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,1.63
557645,22167, OVAL WALL MIRROR DIAMANTE ,1,2011-06-21 17:08:00,8.29,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,8.29
526638,22057,CERAMIC PLATE STRAWBERRY DESIGN,2,2010-10-12 13:19:00,3.36,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,6.72
577728,22866,HAND WARMER SCOTTY DOG DESIGN,2,2011-11-21 12:52:00,2.1,17811.0,United Kingdom,4.2
491197,21677,HEARTS  STICKERS,6,2009-12-10 13:03:00,0.85,15912.0,United Kingdom,5.1
511084,22219,LOVEBIRD HANGING DECORATION WHITE ,5,2010-06-06 14:17:00,0.85,16200.0,United Kingdom,4.25
563183,82551,LAUNDRY 15C METAL SIGN,12,2011-08-12 14:47:00,1.45,14110.0,United Kingdom,17.4
489865,20748,KENSINGTON COFFEE SET,1,2009-12-02 15:01:00,12.75,14080.0,United Kingdom,12.75
556054,71053,WHITE METAL LANTERN,4,2011-06-08 13:26:00,3.75,14561.0,United Kingdom,15.0
510519,20725,LUNCH BAG RED SPOTTY,3,2010-06-01 13:49:00,4.21,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,12.629999999999999
529763,22891,TEA FOR ONE POLKADOT,1,2010-10-29 15:00:00,4.25,14081.0,United Kingdom,4.25
546670,21354,TOAST ITS - BEST MUM,4,2011-03-15 15:37:00,1.25,13451.0,United Kingdom,5.0
556408,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,8,2011-06-10 11:54:00,0.42,13533.0,United Kingdom,3.36
502235,84846A,SCENTED CANDLE IN DIGITALIS TIN,3,2010-03-23 12:41:00,2.1,15571.0,United Kingdom,6.300000000000001
499977,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,12,2010-03-03 15:13:00,2.1,14142.0,United Kingdom,25.200000000000003
536464,90200D,PINK SWEETHEART BRACELET,3,2010-12-01 12:23:00,4.25,17968.0,United Kingdom,12.75
521475,21930,JUMBO STORAGE BAG SKULLS,10,2010-09-06 12:37:00,1.95,13070.0,United Kingdom,19.5
544186,85054,FRENCH ENAMEL POT W LID,1,2011-02-16 15:56:00,5.79,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,5.79
556482,23077,DOUGHNUT LIP GLOSS ,40,2011-06-12 13:04:00,1.25,17242.0,United Kingdom,50.0
578100,23229,VINTAGE DONKEY TAIL GAME ,6,2011-11-23 08:17:00,3.75,15814.0,United Kingdom,22.5
512516,48173C,DOOR MAT BLACK FLOCK ,2,2010-06-16 11:30:00,7.49,14978.0,United Kingdom,14.98
575837,20971,PINK BLUE FELT CRAFT TRINKET BOX,6,2011-11-11 11:37:00,1.25,12748.0,United Kingdom,7.5
548191,22134,MINI LADLE LOVE HEART RED ,2,2011-03-29 15:20:00,0.83,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,1.66
579777,21636,MADRAS NOTEBOOK MEDIUM,1,2011-11-30 15:13:00,4.96,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,4.96
507453,22090,PAPER BUNTING RETRO SPOTS,6,2010-05-10 10:11:00,2.95,15674.0,United Kingdom,17.700000000000003
523647,21590,KINGS CHOICE CIGAR BOX MATCHES ,5,2010-09-23 12:33:00,1.25,14507.0,United Kingdom,6.25
574062,23503,PLAYING CARDS KEEP CALM & CARRY ON,12,2011-11-02 14:30:00,1.25,17675.0,United Kingdom,15.0
501098,85099F,JUMBO BAG STRAWBERRY,1,2010-03-12 12:41:00,1.95,16347.0,United Kingdom,1.95
577545,22633,HAND WARMER UNION JACK,3,2011-11-20 14:43:00,2.1,16931.0,United Kingdom,6.300000000000001
547788,21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,1,2011-03-25 12:00:00,13.29,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,13.29
532063,90173,PAIR BUTTERFLY HAIR CLIPS,1,2010-11-10 14:48:00,3.81,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,3.81
514835,82482,WOODEN PICTURE FRAME WHITE FINISH,5,2010-07-06 14:25:00,2.55,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,12.75
526276,21314,SMALL GLASS HEART TRINKET POT,8,2010-10-11 11:50:00,2.1,14756.0,United Kingdom,16.8
574011,22694,WICKER STAR ,6,2011-11-02 11:52:00,2.1,16884.0,United Kingdom,12.600000000000001
574667,21260,FIRST AID TIN,6,2011-11-06 12:12:00,3.25,15514.0,United Kingdom,19.5
544656,22970,LONDON BUS COFFEE MUG,6,2011-02-22 13:02:00,2.55,17442.0,United Kingdom,15.299999999999999
521030,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,2,2010-09-01 17:15:00,4.25,14167.0,United Kingdom,8.5
571305,22807,SET OF 6 T-LIGHTS TOADSTOOLS,1,2011-10-17 09:55:00,5.79,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,5.79
493073,21232,STRAWBERRY CERAMIC TRINKET BOX,8,2009-12-22 09:41:00,2.57,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,20.56
530013,22120,WELCOME  WOODEN BLOCK LETTERS,6,2010-11-01 10:31:00,9.95,15110.0,United Kingdom,59.699999999999996
559052,23253,16 PIECE CUTLERY SET PANTRY DESIGN,2,2011-07-05 16:53:00,14.13,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,28.26
545581,22084,PAPER CHAIN KIT EMPIRE,40,2011-03-04 09:03:00,2.55,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,102.0
541282,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,2,2011-01-17 12:31:00,4.95,17690.0,United Kingdom,9.9
511546,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,2010-06-09 08:41:00,1.25,13296.0,United Kingdom,15.0
561926,23112,PARISIENNE CURIO CABINET,2,2011-08-01 12:48:00,7.5,12749.0,United Kingdom,15.0
513050,51014A,"FEATHER PEN,HOT PINK",12,2010-06-21 13:18:00,0.85,14493.0,United Kingdom,10.2
572240,23352,ROLL WRAP 50'S RED CHRISTMAS ,12,2011-10-21 15:18:00,1.25,13709.0,United Kingdom,15.0
529621,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,1,2010-10-29 11:39:00,3.75,15570.0,United Kingdom,3.75
550819,22301,COFFEE MUG CAT + BIRD DESIGN,6,2011-04-20 17:37:00,2.55,17530.0,United Kingdom,15.299999999999999
494478,21485,RED SPOT HEART HOT WATER BOTTLE,12,2010-01-14 15:41:00,4.95,14062.0,United Kingdom,59.400000000000006
495507,21976,PACK OF 60 MUSHROOM CAKE CASES,6,2010-01-25 13:22:00,0.55,14514.0,United Kingdom,3.3000000000000003
517748,21790,VINTAGE SNAP CARDS,24,2010-08-02 09:27:00,0.85,13983.0,United Kingdom,20.4
523116,21407,BROWN CHECK CAT DOORSTOP ,2,2010-09-20 12:49:00,4.25,16125.0,United Kingdom,8.5
495889,21165,BEWARE OF THE CAT METAL SIGN ,2,2010-01-27 12:19:00,1.69,17604.0,United Kingdom,3.38
571061,22456,NATURAL SLATE CHALKBOARD LARGE ,1,2011-10-13 14:33:00,9.96,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,9.96
538683,22297,HEART IVORY TRELLIS SMALL,24,2010-12-13 17:40:00,1.25,14525.0,United Kingdom,30.0
525829,21041,RED SPOTTY OVEN GLOVE DOUBLE,6,2010-10-07 11:55:00,2.95,12986.0,United Kingdom,17.700000000000003
497602,40018E,TEA TIME PAPER LANTERNS,5,2010-02-11 10:25:00,1.95,15765.0,United Kingdom,9.75
568951,72801C,4 ROSE PINK DINNER CANDLES,12,2011-09-29 15:26:00,1.25,17724.0,United Kingdom,15.0
489784,22346,PARTY PIZZA DISH GREEN+WHITE SPOT ,12,2009-12-02 11:48:00,0.85,13269.0,United Kingdom,10.2
555925,22502,PICNIC BASKET WICKER SMALL,2,2011-06-07 17:13:00,10.79,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,21.58
562313,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-08-04 11:38:00,4.95,14640.0,United Kingdom,14.850000000000001
536639,22365,DOORMAT RESPECTABLE HOUSE,2,2010-12-02 11:45:00,7.95,15111.0,United Kingdom,15.9
535677,22111,SCOTTIE DOG HOT WATER BOTTLE,1,2010-11-28 12:15:00,4.95,14546.0,United Kingdom,4.95
573076,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,20,2011-10-27 14:05:00,0.85,13488.0,United Kingdom,17.0
510543,22037,ROBOT BIRTHDAY CARD,12,2010-06-01 15:01:00,0.42,15858.0,United Kingdom,5.04
502840,21984,PACK OF 12 PINK PAISLEY TISSUES ,1,2010-03-28 13:18:00,0.29,15068.0,United Kingdom,0.29
516224,22089,PAPER BUNTING VINTAGE PAISLEY,1,2010-07-19 11:23:00,2.95,15039.0,United Kingdom,2.95
511745,21924,BLUE/CREAM STRIPE FRINGE HAMMOCK,2,2010-06-10 10:43:00,7.95,15183.0,United Kingdom,15.9
529308,21790,VINTAGE SNAP CARDS,1,2010-10-27 12:55:00,0.85,16418.0,United Kingdom,0.85
500462,90062,CARNIVAL BRACELET,1,2010-03-08 12:40:00,12.75,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,12.75
555400,22617,BAKING SET SPACEBOY DESIGN,7,2011-06-02 17:50:00,4.25,14088.0,United Kingdom,29.75
504807,22027,TEA PARTY BIRTHDAY CARD,12,2010-04-16 12:15:00,0.42,17626.0,United Kingdom,5.04
519586,21231,SWEETHEART CERAMIC TRINKET BOX,12,2010-08-18 13:58:00,1.25,15764.0,United Kingdom,15.0
517238,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,6,2010-07-27 14:04:00,0.85,17841.0,United Kingdom,5.1
541417,22852,DOG BOWL VINTAGE CREAM,1,2011-01-17 16:23:00,4.25,16033.0,United Kingdom,4.25
526128,21902,"KEY FOB , FRONT  DOOR ",24,2010-10-08 13:59:00,0.65,16128.0,United Kingdom,15.600000000000001
533381,22271,FELTCRAFT DOLL ROSIE,1,2010-11-17 10:55:00,2.95,14417.0,United Kingdom,2.95
566583,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-09-13 13:55:00,1.25,15343.0,United Kingdom,15.0
567662,22994,TRAVEL CARD WALLET RETROSPOT,4,2011-09-21 15:12:00,0.42,17758.0,United Kingdom,1.68
577258,21811,HANGING HEART WITH BELL,2,2011-11-18 12:27:00,0.39,16764.0,United Kingdom,0.78
492282,21154,RED SPOTTY OVEN GLOVE ,10,2009-12-16 11:43:00,1.25,14869.0,United Kingdom,12.5
512064,22283,6 EGG HOUSE PAINTED WOOD,2,2010-06-13 11:19:00,7.95,16290.0,United Kingdom,15.9
501890,21232,STRAWBERRY CERAMIC TRINKET BOX,2,2010-03-21 14:44:00,1.25,14606.0,United Kingdom,2.5
525755,16046,TEATIME PEN CASE & PENS,2,2010-10-07 10:23:00,1.66,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,3.32
533114,22149,FELTCRAFT 6 FLOWER FRIENDS,2,2010-11-16 12:22:00,2.1,14675.0,United Kingdom,4.2
537376,22568,FELTCRAFT CUSHION OWL,24,2010-12-06 12:59:00,3.39,16722.0,United Kingdom,81.36
545188,22996,TRAVEL CARD WALLET VINTAGE TICKET,2,2011-02-28 15:19:00,0.42,14056.0,United Kingdom,0.84
491111,84991,60 TEATIME FAIRY CAKE CASES,10,2009-12-09 14:38:00,0.55,15005.0,United Kingdom,5.5
575607,47471,RAINBOW PEGS PHOTO CLIP STRING,1,2011-11-10 12:37:00,1.46,14096.0,United Kingdom,1.46
573348,23482,PEARLISED IVORY HEART LARGE ,12,2011-10-30 12:27:00,1.65,14487.0,United Kingdom,19.799999999999997
512685,22717,CARD DOG AND BALL ,12,2010-06-17 11:46:00,0.42,13971.0,United Kingdom,5.04
553228,21986,PACK OF 12 PINK POLKADOT TISSUES,24,2011-05-16 10:48:00,0.29,16496.0,United Kingdom,6.959999999999999
551811,22197,SMALL POPCORN HOLDER,13,2011-05-04 11:37:00,0.85,15039.0,United Kingdom,11.049999999999999
513194,21035,SET/2 RED SPOTTY TEA TOWELS ,5,2010-06-22 14:45:00,2.95,14680.0,United Kingdom,14.75
575930,22447,PIN CUSHION BABUSHKA BLUE,1,2011-11-11 17:58:00,6.63,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,6.63
512743,21061,PARTY INVITES FOOTBALL,3,2010-06-17 14:43:00,0.85,17799.0,United Kingdom,2.55
571082,20723,STRAWBERRY CHARLOTTE BAG,4,2011-10-13 15:25:00,1.63,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,6.52
494014,21577,SAVE THE PLANET COTTON TOTE BAG,7,2010-01-11 09:33:00,2.57,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,17.99
554836,22863,SOAP DISH BROCANTE,8,2011-05-26 16:25:00,2.95,13015.0,United Kingdom,23.6
527298,22840,ROUND CAKE TIN VINTAGE RED,12,2010-10-15 14:12:00,6.95,15615.0,United Kingdom,83.4
495963,82552,WASHROOM METAL SIGN,7,2010-01-28 10:42:00,1.25,13448.0,United Kingdom,8.75
520673,47504K,ENGLISH ROSE GARDEN SECATEURS,1,2010-08-27 14:13:00,1.95,17894.0,United Kingdom,1.95
552268,85099B,JUMBO BAG RED RETROSPOT,20,2011-05-08 11:49:00,2.08,14709.0,United Kingdom,41.6
525863,21832,CHOCOLATE CALCULATOR,80,2010-10-07 13:22:00,1.65,17354.0,United Kingdom,132.0
563193,22746,POPPY'S PLAYHOUSE LIVINGROOM ,1,2011-08-12 16:30:00,4.13,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,4.13
518396,21390,FILIGRIS HEART WITH BUTTERFLY,72,2010-08-08 12:43:00,1.25,13408.0,United Kingdom,90.0
555916,20717,STRAWBERRY SHOPPER BAG,6,2011-06-07 16:16:00,1.25,14958.0,United Kingdom,7.5
498240,20725,LUNCH BAG RED SPOTTY,10,2010-02-17 14:35:00,1.65,12921.0,United Kingdom,16.5
517549,21975,PACK OF 60 DINOSAUR CAKE CASES,1,2010-07-29 17:30:00,0.55,16782.0,United Kingdom,0.55
535310,22144,CHRISTMAS CRAFT LITTLE FRIENDS,2,2010-11-25 14:47:00,2.1,17920.0,United Kingdom,4.2
494440,22189,CREAM HEART CARD HOLDER,8,2010-01-14 12:46:00,3.39,17850.0,United Kingdom,27.12
516321,20749,ASSORTED COLOUR MINI CASES,12,2010-07-19 15:15:00,6.35,15661.0,United Kingdom,76.19999999999999
526508,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,2010-10-12 10:44:00,0.85,16039.0,United Kingdom,10.2
573889,22083,PAPER CHAIN KIT RETROSPOT,2,2011-11-01 13:44:00,2.95,13571.0,United Kingdom,5.9
549155,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,24,2011-04-06 17:08:00,2.46,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,59.04
556257,47481,50CM METAL STRING WITH  7 CLIPS,4,2011-06-09 17:47:00,0.85,17576.0,United Kingdom,3.4
550320,21003,ROSE DU SUD CUSHION COVER,1,2011-04-17 12:37:00,6.35,12748.0,United Kingdom,6.35
509020,21258,VICTORIAN SEWING BOX LARGE,1,2010-05-19 14:21:00,12.75,16827.0,United Kingdom,12.75
550458,82583,HOT BATHS METAL SIGN,1,2011-04-18 13:13:00,4.13,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,4.13
549906,22961,JAM MAKING SET PRINTED,1,2011-04-12 16:28:00,1.45,14998.0,United Kingdom,1.45
505684,84991,60 TEATIME FAIRY CAKE CASES,3,2010-04-23 16:16:00,1.28,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,3.84
548497,20725,LUNCH BAG RED RETROSPOT,12,2011-03-31 13:43:00,1.65,13089.0,United Kingdom,19.799999999999997
547850,85203,HANGING WOOD AND FELT BUTTERFLY ,4,2011-03-27 12:06:00,0.42,14472.0,United Kingdom,1.68
571653,90058A,CRYSTAL STUD EARRINGS CLEAR DISPLAY,72,2011-10-18 12:17:00,0.38,14298.0,United Kingdom,27.36
574863,23344,JUMBO BAG 50'S CHRISTMAS ,10,2011-11-07 12:29:00,2.08,15719.0,United Kingdom,20.8
521792,20681,PINK SPOTTY CHILDS UMBRELLA,1,2010-09-08 13:43:00,3.25,17220.0,United Kingdom,3.25
500015,84569B,PACK 3 FIRE ENGINE/CAR PATCHES,6,2010-03-04 10:31:00,1.25,17861.0,United Kingdom,7.5
505351,20727,LUNCH BAG  BLACK SKULL.,3,2010-04-21 14:17:00,1.65,17884.0,United Kingdom,4.949999999999999
565329,21035,SET/2 RED RETROSPOT TEA TOWELS ,1,2011-09-02 13:54:00,3.25,14606.0,United Kingdom,3.25
501182,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2010-03-15 11:39:00,1.95,16186.0,United Kingdom,19.5
557511,22654,DELUXE SEWING KIT ,1,2011-06-20 16:27:00,5.95,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,5.95
551890,22087,PAPER BUNTING WHITE LACE,12,2011-05-05 09:44:00,2.95,14340.0,United Kingdom,35.400000000000006
556087,22134,MINI LADLE LOVE HEART RED ,1,2011-06-08 15:24:00,0.83,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,0.83
565366,21485,RETROSPOT HEART HOT WATER BOTTLE,3,2011-09-02 14:56:00,4.95,17091.0,United Kingdom,14.850000000000001
535816,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,2010-11-28 15:25:00,2.95,14986.0,United Kingdom,2.95
538113,22569,FELTCRAFT CUSHION BUTTERFLY,4,2010-12-09 15:29:00,3.75,15811.0,United Kingdom,15.0
517981,22027,TEA PARTY BIRTHDAY CARD,1,2010-08-03 14:52:00,0.85,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,0.85
574080,22111,SCOTTIE DOG HOT WATER BOTTLE,1,2011-11-02 16:29:00,4.95,16348.0,United Kingdom,4.95
568210,22026,BANQUET BIRTHDAY  CARD  ,12,2011-09-25 15:56:00,0.42,17159.0,United Kingdom,5.04
547867,22980,PANTRY SCRUBBING BRUSH,2,2011-03-27 13:56:00,1.65,13357.0,United Kingdom,3.3
520833,90129B,TURQUOISE GLASS TASSLE BAG CHARM ,1,2010-08-31 12:41:00,1.66,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,1.66
506956,48184,DOOR MAT ENGLISH ROSE ,1,2010-05-05 11:51:00,7.49,16415.0,United Kingdom,7.49
497590,48188,DOOR MAT WELCOME PUPPIES,1,2010-02-10 17:59:00,13.57,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,13.57
517732,22625,RED KITCHEN SCALES,1,2010-08-01 13:48:00,8.5,17618.0,United Kingdom,8.5
500853,47566B,TEA TIME PARTY BUNTING,3,2010-03-10 12:22:00,4.65,13566.0,United Kingdom,13.950000000000001
500752,85040A,S/4 PINK FLOWER CANDLES IN BOWL,1,2010-03-10 10:28:00,1.65,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,1.65
575476,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-11-09 16:10:00,0.95,15046.0,United Kingdom,0.95
561893,21932,SCANDINAVIAN PAISLEY PICNIC BAG,2,2011-07-31 14:39:00,1.65,12942.0,United Kingdom,3.3
567898,90030C,BROWN KUKUI COCONUT SEED NECKLACE,6,2011-09-22 16:20:00,1.0,13394.0,United Kingdom,6.0
515571,21830,ASSORTED CREEPY CRAWLIES,24,2010-07-13 12:38:00,0.42,17854.0,United Kingdom,10.08
491154,22295,HEART FILIGREE DOVE LARGE,12,2009-12-10 09:44:00,1.65,17603.0,United Kingdom,19.799999999999997
580879,22835,HOT WATER BOTTLE I AM SO POORLY,1,2011-12-06 12:18:00,4.95,17346.0,United Kingdom,4.95
531791,22589,CARDHOLDER GINGHAM STAR,6,2010-11-09 15:11:00,2.55,14841.0,United Kingdom,15.299999999999999
551995,35971,ROSE FOLKART HEART DECORATIONS,1,2011-05-05 15:42:00,2.46,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,2.46
532419,22108,PING! MICROWAVE PLATE,1,2010-11-12 09:18:00,3.36,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,3.36
557760,22988,SOLDIERS EGG CUP ,60,2011-06-22 13:57:00,1.25,12901.0,United Kingdom,75.0
573305,21169,YOU'RE CONFUSING ME METAL SIGN ,3,2011-10-28 16:13:00,1.69,17837.0,United Kingdom,5.07
507121,40018F,CHERRY DESIGN PAPERLANTERNS,2,2010-05-06 11:49:00,1.95,13772.0,United Kingdom,3.9
491226,72753A,S/3 FLWR FAIRY LILLY CANDLES,8,2009-12-10 14:44:00,2.1,15157.0,United Kingdom,16.8
552229,22248,DECORATION  PINK CHICK MAGIC GARDEN,1,2011-05-06 15:40:00,1.63,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,1.63
540275,84991,60 TEATIME FAIRY CAKE CASES,24,2011-01-06 12:11:00,0.55,13680.0,United Kingdom,13.200000000000001
574734,20704,MR ROBOT SOFT TOY,1,2011-11-06 15:20:00,6.95,15025.0,United Kingdom,6.95
525483,22334,DINOSAUR PARTY BAG + STICKER SET,8,2010-10-05 15:49:00,1.65,16722.0,United Kingdom,13.2
579741,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,1,2011-11-30 14:33:00,2.1,16910.0,United Kingdom,2.1
531210,21067,VINTAGE RED TEATIME MUG,1,2010-11-05 16:07:00,1.25,13263.0,United Kingdom,1.25
567154,21122,SET/10 PINK POLKADOT PARTY CANDLES,8,2011-09-16 16:29:00,1.25,15523.0,United Kingdom,10.0
497399,22498,WOODEN REGATTA BUNTING,6,2010-02-09 13:20:00,5.95,16103.0,United Kingdom,35.7
525564,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2010-10-06 08:17:00,1.25,13055.0,United Kingdom,15.0
531014,22383,LUNCH BAG SUKI  DESIGN ,10,2010-11-05 11:42:00,1.65,13278.0,United Kingdom,16.5
526719,22653,BUTTON BOX ,10,2010-10-12 17:06:00,1.95,17686.0,United Kingdom,19.5
519560,22385,JUMBO BAG SPACEBOY DESIGN,2,2010-08-18 11:34:00,4.21,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,8.42
561880,23202,JUMBO BAG VINTAGE LEAF,20,2011-07-31 12:44:00,1.95,13722.0,United Kingdom,39.0
512107,22365,DOOR MAT RESPECTABLE HOUSE,10,2010-06-13 13:58:00,6.35,13078.0,United Kingdom,63.5
580727,22116,METAL SIGN HIS DINNER IS SERVED,1,2011-12-05 17:17:00,1.63,14096.0,United Kingdom,1.63
576688,22572,ROCKING HORSE GREEN CHRISTMAS ,12,2011-11-16 12:16:00,0.85,16717.0,United Kingdom,10.2
508474,21159,MOODY BOY  DOOR HANGER ,6,2010-05-16 11:52:00,1.45,17123.0,United Kingdom,8.7
533065,22595,CHRISTMAS GINGHAM HEART,1,2010-11-15 17:04:00,1.66,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,1.66
559052,22231,JIGSAW TREE WITH BIRDHOUSE,3,2011-07-05 16:53:00,1.25,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,3.75
562717,71053,WHITE METAL LANTERN,1,2011-08-08 15:42:00,8.29,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,8.29
542109,22652,TRAVEL SEWING KIT,6,2011-01-25 13:44:00,4.13,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,24.78
544055,22189,CREAM HEART CARD HOLDER,4,2011-02-15 12:48:00,3.95,14035.0,United Kingdom,15.8
525716,21726,MULTI HEARTS  STICKERS,12,2010-10-06 14:34:00,0.85,14329.0,United Kingdom,10.2
545302,22751,FELTCRAFT PRINCESS OLIVIA DOLL,1,2011-03-01 12:46:00,3.75,14506.0,United Kingdom,3.75
491969,47566,PARTY BUNTING,1,2009-12-14 17:57:00,8.65,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,8.65
558195,23122,PARTY CHARMS 50 PIECES,12,2011-06-27 12:32:00,0.83,17735.0,United Kingdom,9.959999999999999
